path,truth,pred,correct,frames,fps,fall_frame,hip_v,shoulder_v,ratio,angle,best_frame,best_status,best_recent_upright,best_strong_motion,best_horizontal,best_low_enough,fall_recent_upright,fall_strong_motion,fall_horizontal,fall_low_enough
dataset\Subject 4\ADL\16.mp4,ADL,FALL,False,213,29.842103050993103,98,1.817671383454834,1.7577483473352227,3.2380939558837167,0.033644605419596664,98,FALL,True,True,True,False,True,True,True,False
dataset\Subject 4\ADL\17.mp4,ADL,NO FALL,True,186,29.877758204336022,,3.561865768239518,1.582974916665999,0.8114485159429856,1.2500060504636927,23,DESCENDING,True,True,False,False,,,,
dataset\Subject 4\ADL\18.mp4,ADL,NO FALL,True,421,29.863592190540594,,0.9506827129183393,0.9622276169108996,0.5311859340430675,63.125855458751914,26,DESCENDING,True,True,False,False,,,,
dataset\Subject 4\ADL\19.mp4,ADL,FALL,False,296,29.882891371651635,64,0.8649355190125914,1.2623233355162946,0.5728665836042807,0.14215214461898215,45,BENDING,True,True,False,False,True,False,False,True
dataset\Subject 4\ADL\20.mp4,ADL,NO FALL,True,523,29.84921296243451,,0.5527676590291524,1.0048936583998487,0.6325332441850483,0.1244672779562004,22,OK,False,True,False,False,,,,
dataset\Subject 4\Fall\01.mp4,FALL,FALL,True,139,29.844337090713903,72,5.1665530883929165,4.030719264938,2.7341076859082305,0.14248572540113044,71,POSSIBLE_FALL,True,True,True,True,True,True,True,True
dataset\Subject 4\Fall\02.mp4,FALL,NO FALL,False,89,29.892186607852576,,5.965911951562209,4.813764252995879,6.361925511935941,0.02547125286657046,7,LYING,False,True,True,False,,,,
dataset\Subject 4\Fall\03.mp4,FALL,FALL,True,200,29.82611375679787,72,4.307076457232556,5.390705726809384,1.7033374371947787,8.903356313265265,71,POSSIBLE_FALL,True,True,True,True,True,True,True,True
dataset\Subject 4\Fall\04.mp4,FALL,FALL,True,141,29.862969212196518,49,4.836792583779208,5.2163947203724605,2.564797056035108,0.15860834206192684,48,POSSIBLE_FALL,True,True,True,True,True,True,True,True
dataset\Subject 4\Fall\05.mp4,FALL,FALL,True,221,29.826037275798623,97,2.376391694844463,1.9857212092338654,2.2258122594488357,0.003440653618718777,98,FALL,True,True,True,False,True,False,True,False
dataset\Subject 4\Fall\06.mp4,FALL,FALL,True,183,29.85496685500492,65,4.983929621335673,15.431096628489765,3.2389569960609768,0.006829319176208355,94,FALL,True,True,True,True,True,False,True,False
dataset\Subject 4\Fall\07.mp4,FALL,FALL,True,188,29.817447436175332,70,4.695242510320861,4.943198463443967,2.480376241830547,0.5879191905915677,82,FALL,True,True,True,True,True,True,False,True
dataset\Subject 4\Fall\08.mp4,FALL,FALL,True,187,29.883979842962617,89,0.7979974401492425,4.2810011301240065,1.3673217067169632,1.0863019714305344,89,FALL,True,True,True,True,True,True,True,True
dataset\Subject 4\Fall\09.mp4,FALL,NO FALL,False,181,29.839755566790494,,1.7274344694657289,1.5594330071447071,0.5993166010895268,2.7581529250634027,72,DESCENDING,True,True,False,False,,,,
dataset\Subject 4\Fall\10.mp4,FALL,FALL,True,151,29.856254984280977,83,12.71798288276186,61.88036822752507,2.082862577715022,0.5016725182649882,83,FALL,True,True,True,True,True,True,True,True
dataset\Subject 4\Fall\11.mp4,FALL,FALL,True,136,29.814971792698255,51,13.365560526886142,18.573240262160695,3.348316272268014,0.1835782908776178,50,POSSIBLE_FALL,True,True,True,True,True,True,True,True
dataset\Subject 4\Fall\12.mp4,FALL,NO FALL,False,138,29.83568751801672,,15.049859839966134,9.154964082681058,0.9122428869391603,4.798044422211972,47,DESCENDING,True,True,False,False,,,,
dataset\Subject 4\Fall\13.mp4,FALL,FALL,True,149,29.839587185666318,25,3.609697897324526,5.49220184829086,3.7196851919347877,0.060012922999684366,24,POSSIBLE_FALL,True,True,True,True,True,False,True,False
dataset\Subject 4\Fall\14.mp4,FALL,FALL,True,157,29.907230438067906,46,3.3757960755986964,5.952194563074767,3.547928221402271,0.8605587923723942,76,FALL,True,True,True,True,True,True,True,False
dataset\Subject 4\Fall\15.mp4,FALL,NO FALL,False,145,29.90019521046988,,4.972245407239541,2.637845911780795,1.0200645158362358,4.211084930404318,64,DESCENDING,True,True,False,True,,,,
dataset\Subject 4\Fall\16.mp4,FALL,FALL,True,212,29.83548264522515,154,16.871136348715766,6.39062703762298,1.5468983293997787,7.260410282897521,118,DESCENDING,True,True,False,True,True,False,True,False
dataset\Subject 4\Fall\17.mp4,FALL,FALL,True,207,29.8725725528302,98,0.5963330226076328,1.8158612792890862,1.8708826360439899,3.277044476287621,96,POSSIBLE_FALL,True,True,True,False,True,False,True,False
